"UniversityName","FinancialAid","Tuition","AdmissionRate","ApplicationFee"
"Ivy Tech Community College: Richmond","","4368 in-state and 8402 out-of-state ","","0"
"Ivy Tech Community College: Southeast","","4368 in-state and 8402 out-of-state ","","0"
"Ivy Tech Community College: Wabash Valley","","4368 in-state and 8402 out-of-state ","","0"
"Jackson State Community College","","4425 in-state and 13191 out-of-state ","","0"
"Jackson State University","12592","8226 in-state and 19454 out-of-state ","72","0"
"Jacksonville State University","9970","10425 in-state and 20145 out-of-state ","","35"
"Jacksonville University","31030","36670 in-state and 36670 out-of-state ","87","30"
"James A. Rhodes State College","","5104 in-state and 10210 out-of-state ","","25"
"James Sprunt Community College","1354","2501 in-state and 8645 out-of-state ","100","0"
"Jamestown Business College","","12600 in-state and 12600 out-of-state ","","25"
"Jamestown Community College","","5850 in-state and 10720 out-of-state ","99","0"
"Jarvis Christian College","9247","11720 in-state and 11720 out-of-state ","","50"
"Jefferson College","4844","3330 in-state and 6510 out-of-state ","","25"
"Jefferson College of Health Sciences","","26886 in-state and 26886 out-of-state ","39","35"
"Jefferson Community and Technical College","","5310 in-state and 18000 out-of-state ","","0"
"Jefferson Community College","","5424 in-state and 10176 out-of-state ","","0"
"Jefferson State Community College","","4800 in-state and 8370 out-of-state ","57","0"
"Jewish Theological Seminary of America","39072","51326 in-state and 51326 out-of-state ","47","65"
"JNA Institute of Culinary Arts","","12725 in-state and 12725 out-of-state ","","0"
"John A. Gupton College","","10450 in-state and 10450 out-of-state ","","50"
"John A. Logan College","","3600 in-state and 5940 out-of-state ","","0"
"John Brown University","21504","26928 in-state and 26928 out-of-state ","76","25"
"John Carroll University","31209","41340 in-state and 41340 out-of-state ","85","0"
"John F. Kennedy University","","18261 in-state and 18261 out-of-state ","","65"
"John Paul the Great Catholic University","14238","26100 in-state and 26100 out-of-state ","95","50"
"John Tyler Community College","","4800 in-state and 10098 out-of-state ","","0"
"John Wood Community College","","4890 in-state and 8190 out-of-state ","","0"
"Johns Hopkins University","","54240 in-state and 54240 out-of-state ","12","70"
"Johnson &amp; Wales University: Denver","25367","32091 in-state and 32091 out-of-state ","84","0"
"Johnson &amp; Wales University: North Miami","25819","32091 in-state and 32091 out-of-state ","","0"
"Johnson C. Smith University","16143","18236 in-state and 18236 out-of-state ","38","25"
"Johnson College","9735","18641 in-state and 18641 out-of-state ","","25"
"Johnson County Community College","","2790 in-state and 6600 out-of-state ","","0"
"Johnson University","11285","16060 in-state and 16060 out-of-state ","98","35"
"Johnston Community College","","2497 in-state and 8257 out-of-state ","","0"
"Joliet Junior College","","4380 in-state and 13140 out-of-state ","","0"
"Jones College","","9540 in-state and 9540 out-of-state ","","0"
"Jones County Junior College","","3440 in-state and 5440 out-of-state ","","0"
"Jose Maria Vargas University",""," in-state  out-of-state ","","50"
"Judson College","","18510 in-state and 18510 out-of-state ","51","44"
"Judson University","25767","29860 in-state and 29860 out-of-state ","71","50"
"Juilliard School","38790","45360 in-state and 45360 out-of-state ","6","110"
"Juniata College","37720","45597 in-state and 45597 out-of-state ","71","0"
"Kalamazoo College","42907","48516 in-state and 48516 out-of-state ","73","0"
"Kalamazoo Valley Community College","","3446 in-state and 7646 out-of-state ","","0"
"Kanawha Valley Community and Technical College",""," in-state  out-of-state ","","0"
"Kankakee Community College","","4620 in-state and 22382 out-of-state ","","0"
"Kansas City Art Institute","2681","38400 in-state and 38400 out-of-state ","67","45"
"Kansas City Kansas Community College","","3120 in-state and 6510 out-of-state ","","0"
"Kansas State University","13500","10263 in-state and 25767 out-of-state ","95","40"
"Kansas Wesleyan University","20665","29500 in-state and 29500 out-of-state ","54","20"
"Kaplan Career Institute: Pittsburgh",""," in-state  out-of-state ","","10"
"Kaplan College: Dayton",""," in-state  out-of-state ","","10"
"Kaplan College: Indianapolis",""," in-state  out-of-state ","","10"
"Kaplan College: Riverside",""," in-state  out-of-state ","","10"
"Kaplan College: Vista",""," in-state  out-of-state ","","10"
"Kaskaskia College","5644","4470 in-state and 12330 out-of-state ","","0"
"Kean University","10551","12348 in-state and 19383 out-of-state ","83","75"
"Kendall College","","25278 in-state and 25278 out-of-state ","","50"
"Kennebec Valley Community College","7096","3462 in-state and 6282 out-of-state ","","20"
"Kennesaw State University","","7432 in-state and 21158 out-of-state ","61","40"
"Kent State University: East Liverpool","6816","5664 in-state and 14366 out-of-state ","99","40"
"Kent State University: Salem","6729","5664 in-state and 14366 out-of-state ","100","40"
"Kent State University: Trumbull","7269","5664 in-state and 14366 out-of-state ","100","40"
"Kentucky Christian University","","19820 in-state and 19820 out-of-state ","","30"
"Kentucky Mountain Bible College","","9460 in-state and 9460 out-of-state ","50","25"
"Kentucky State University","12640","8090 in-state and 19390 out-of-state ","44","30"
"Kentucky Wesleyan College","18171","26440 in-state and 26440 out-of-state ","58","0"
"Kenyon College","45461","55930 in-state and 55930 out-of-state ","34","0"
"Kettering College","","16200 in-state and 16200 out-of-state ","","0"
"Keuka College","26408","32093 in-state and 32093 out-of-state ","87","0"
"Keystone College","","26920 in-state and 26920 out-of-state ","94","0"
"Kilgore College","","2370 in-state and 6240 out-of-state ","","0"
"King University","24806","29714 in-state and 29714 out-of-state ","59","0"
"Kirkwood Community College","","5170 in-state and 6550 out-of-state ","","0"
"Kirtland Community College","6549","4170 in-state and 8130 out-of-state ","100","0"
"Kishwaukee College","","4770 in-state and 13290 out-of-state ","","0"
"Klamath Community College","","5496 in-state and 8714 out-of-state ","","0"
"Knox College","38565","46554 in-state and 46554 out-of-state ","72","50"
"Kutztown University of Pennsylvania","8384","10802 in-state and 14660 out-of-state ","74","35"
"La Roche College","32879","28564 in-state and 28564 out-of-state ","97","50"
"La Salle University","32533","30560 in-state and 30560 out-of-state ","79","0"
"La Sierra University","24136","32778 in-state and 32778 out-of-state ","48","0"
"Labette Community College","","3060 in-state and 3810 out-of-state ","","0"
"Laboure College","8021","36863 in-state and 36863 out-of-state ","78","50"
"Lac Courte Oreilles Ojibwa Community College","","5850 in-state and 5850 out-of-state ","100","10"
"Lackawanna College","9422","15450 in-state and 15450 out-of-state ","","35"
"Lafayette College","49946","52880 in-state and 52880 out-of-state ","31","65"
"LaGrange College","24446","30470 in-state and 30470 out-of-state ","57","0"
"Laguna College of Art and Design","","30700 in-state and 30700 out-of-state ","33","0"
"Lake Area Technical Institute","7852","6364 in-state and 6364 out-of-state ","","25"
"Lake Erie College","25607","31422 in-state and 31422 out-of-state ","","30"
"Lake Forest College","42480","47064 in-state and 47064 out-of-state ","53","0"
"Lake Land College","","4110 in-state and 13736 out-of-state ","","0"
"Lake Michigan College","","4500 in-state and 6345 out-of-state ","","0"
"Lake Region State College","9567","4475 in-state and 4475 out-of-state ","","35"
"Lake Superior College","","5166 in-state and 6270 out-of-state ","","20"
"Lake Superior State University","","","","35"
"Lake Tahoe Community College","","1410 in-state and 9825 out-of-state ","","0"
"Lake Washington Institute of Technology","","4879 in-state and 5313 out-of-state ","100","0"
"Lakeland Community College","","3849 in-state and 10038 out-of-state ","","15"
"Lakeland University","","28870 in-state and 28870 out-of-state ","","20"
"Lakes Region Community College","","6720 in-state and 14970 out-of-state ","","20"
"Lakeshore Technical College","","4020 in-state and 6030 out-of-state ","","30"
"Lake-Sumter State College","","3172 in-state and 13276 out-of-state ","","30"
"Lakeview College of Nursing","","16320 in-state and 16320 out-of-state ","","100"
"Lamar Community College","","3950 in-state and 6332 out-of-state ","100","0"
"Lamar Institute of Technology","6840","5634 in-state and 18084 out-of-state ","","0"
"Lamar State College at Port Arthur","","5459 in-state and 17820 out-of-state ","","0"
"Lancaster Bible College","","25270 in-state and 25270 out-of-state ","67","25"
"Landing School of Boatbuilding and Design","","20740 in-state and 20740 out-of-state ","","0"
"Lane College","12591","10690 in-state and 10690 out-of-state ","","0"
"Lane Community College","","5641 in-state and 12683 out-of-state ","","0"
"Laney College","","1461 in-state and 9201 out-of-state ","","0"
"Langston University","","5950 in-state and 13300 out-of-state ","44","25"
"Lansdale School of Business",""," in-state  out-of-state ","","40"
"Lansing Community College","","3530 in-state and 9830 out-of-state ","","0"
"Laramie County Community College","","","100","0"
"Laredo Community College","","4080 in-state and 7140 out-of-state ","","0"
"Las Positas College","","1436 in-state and 9686 out-of-state ","","0"
"Lasell College","29059","36000 in-state and 36000 out-of-state ","81","40"
"Lassen Community College","","1407 in-state and 9147 out-of-state ","","0"
"Laurel Business Institute",""," in-state  out-of-state ","","50"
"Laurel Technical Institute",""," in-state  out-of-state ","","50"
"Lawrence Technological University","24490","33570 in-state and 33570 out-of-state ","60","30"
"LDS Business College","","3440 in-state and 3440 out-of-state ","","35"
"Le Cordon Bleu College of Culinary Arts: Atlanta",""," in-state  out-of-state ","","50"
"Le Cordon Bleu College of Culinary Arts: Austin",""," in-state  out-of-state ","","50"
"Le Cordon Bleu College of Culinary Arts: Chicago",""," in-state  out-of-state ","","50"
"Le Cordon Bleu College of Culinary Arts: Los Angeles",""," in-state  out-of-state ","","50"
"Le Cordon Bleu College of Culinary Arts: Minneapolis-St. Paul",""," in-state  out-of-state ","","50"
"Le Cordon Bleu College of Culinary Arts: Portland",""," in-state  out-of-state ","","50"
"Le Cordon Bleu College of Culinary Arts: San Francisco",""," in-state  out-of-state ","","50"
"Le Cordon Bleu College of Culinary Arts: Scottsdale",""," in-state  out-of-state ","","50"
"Le Moyne College","27000","34625 in-state and 34625 out-of-state ","64","0"
"Lebanon Valley College","35936","43650 in-state and 43650 out-of-state ","73","0"
"Lee College","","2643 in-state and 5313 out-of-state ","","0"
"Lee University","13944","17690 in-state and 17690 out-of-state ","85","25"
"Leech Lake Tribal College","","4920 in-state and 4920 out-of-state ","100","15"
"Lees-McRae College","24172","26198 in-state and 26198 out-of-state ","71","35"
"Lehigh Carbon Community College","5123","4080 in-state and 10620 out-of-state ","100","0"
"Lehigh University","46421","52930 in-state and 52930 out-of-state ","25","70"
"Lehigh Valley College","","","85","65"
"LeMoyne-Owen College","","11196 in-state and 11196 out-of-state ","100","25"
"Lenoir Community College","","2405 in-state and 8165 out-of-state ","89","0"
"Lenoir-Rhyne University","30392","36400 in-state and 36400 out-of-state ","74","35"
"Lesley University","19144","28770 in-state and 28770 out-of-state ","","0"
"LeTourneau University","25705","30210 in-state and 30210 out-of-state ","47","0"
"Lewis and Clark Community College","","4440 in-state and 15690 out-of-state ","","0"
